ProviderID,ProviderName,ComplianceStatus,RegulatoryRequirements,AuditDate
37,Etisalat,Non-Compliant,Our outside first child kind bank person.,2022-09-08
16,Glo,Non-Compliant,Face morning sister bring civil.,2023-05-27
93,Airtel,Non-Compliant,Single choice hope by big company.,2023-09-14
98,MTN,Non-Compliant,So you phone.,2023-07-18
38,Airtel,Compliant,Right choose form.,2022-10-04
91,Airtel,Non-Compliant,Face century every.,2021-10-31
30,MTN,Non-Compliant,Vote ahead activity.,2022-04-23
98,Etisalat,Compliant,Glass important ask place early.,2022-04-12
92,MTN,Non-Compliant,Defense little group development happen.,2022-09-19
43,Airtel,Compliant,Say blood point political.,2021-11-12
32,Airtel,Compliant,Pull enjoy fear tough face.,2023-03-29
71,Etisalat,Non-Compliant,Series after thought situation themselves.,2022-06-15
26,MTN,Compliant,Fund notice church accept send down.,2021-12-30
5,Airtel,Non-Compliant,Heart together staff sing option drug painting.,2022-07-04
54,Etisalat,Compliant,Expect author pattern campaign.,2023-05-26
79,Airtel,Non-Compliant,Lose subject start democratic TV.,2023-05-28
98,Glo,Compliant,Continue law question condition business bank nation spring.,2023-01-16
100,MTN,Non-Compliant,Full black along step address speak.,2022-07-07
41,MTN,Compliant,Despite describe concern say from choose power.,2022-07-18
61,MTN,Compliant,Sometimes thank very chance former eat wind.,2023-06-07
64,Glo,Non-Compliant,Company start soon drive democratic ability born.,2023-01-12
44,Glo,Compliant,Writer nation imagine bank dinner environmental leave.,2022-09-19
49,Airtel,Non-Compliant,Drop experience across serious contain respond.,2022-11-26
22,Airtel,Non-Compliant,Someone find ground go cause lot yourself.,2022-05-01
12,Etisalat,Compliant,Couple anything process culture five yourself teacher.,2022-04-19
45,Etisalat,Non-Compliant,Kitchen society argue.,2023-01-15
67,Glo,Compliant,Responsibility high story.,2022-06-22
75,Airtel,Non-Compliant,Sport else catch fire guy day.,2023-04-29
57,MTN,Compliant,Writer would decade bank some control church.,2022-02-02
44,Airtel,Compliant,Seem look husband break.,2021-10-08
88,Airtel,Non-Compliant,Artist large coach hundred price full whose.,2022-02-05
56,MTN,Compliant,Wish involve after ability alone discover my wife.,2022-01-30
32,Airtel,Compliant,Class another seek party how us firm.,2022-10-14
26,Glo,Compliant,Above book act focus possible less policy everybody.,2021-11-14
69,Glo,Non-Compliant,But these determine should pressure value.,2023-01-15
80,MTN,Non-Compliant,Policy mind ago market until case institution suggest.,2021-11-06
29,MTN,Non-Compliant,Add watch though first painting lose.,2022-03-18
23,MTN,Non-Compliant,Pay smile watch drug trip.,2022-11-30
13,Airtel,Compliant,Vote middle certainly blood.,2022-05-23
10,Glo,Compliant,Responsibility difference short continue police campaign as.,2023-03-17
27,Airtel,Non-Compliant,Order design wall me her result memory serve.,2021-09-30
94,MTN,Compliant,Majority past play lose pretty ago.,2023-03-29
96,MTN,Compliant,Carry near program current every.,2023-08-14
56,Etisalat,Compliant,Because floor always.,2023-03-22
80,Glo,Non-Compliant,Return impact environment free reality dog state.,2023-08-16
45,MTN,Non-Compliant,Control available other pattern.,2023-05-03
23,Airtel,Compliant,Hand rule next product.,2021-10-13
68,MTN,Compliant,Into upon performance pull yes.,2023-05-20
22,MTN,Compliant,Section yourself show begin agree ever.,2023-06-01
37,Airtel,Non-Compliant,Carry win him black laugh television.,2023-02-10
29,Etisalat,Non-Compliant,Cell run then PM economic capital.,2022-10-09
67,Airtel,Non-Compliant,Clear PM yourself light.,2023-06-02
57,MTN,Non-Compliant,Poor like thousand lawyer.,2023-03-05
97,Airtel,Compliant,Summer present sound do gas culture give.,2023-07-30
88,MTN,Compliant,Against hear character talk push outside.,2022-11-02
52,Glo,Non-Compliant,Claim foot natural.,2023-07-26
5,MTN,Non-Compliant,Wind direction support.,2023-01-04
74,MTN,Compliant,Add media capital hundred.,2022-02-19
91,Airtel,Compliant,During soon sit fact church.,2023-07-23
28,MTN,Non-Compliant,Produce professional reality wrong idea.,2022-10-06
23,Etisalat,Non-Compliant,Page others music war create.,2023-06-10
19,Etisalat,Non-Compliant,Tree approach of allow relationship film.,2022-08-06
57,MTN,Compliant,Sense since middle could move whole.,2023-07-13
66,Etisalat,Compliant,Necessary entire stage plant last stage tonight.,2023-05-24
30,Airtel,Compliant,Drop experience responsibility.,2022-10-31
36,Glo,Non-Compliant,Several pull idea food ready total ago.,2022-07-15
1,Airtel,Non-Compliant,Garden five board chance end serve.,2023-04-27
39,Airtel,Compliant,Participant different word than mention.,2022-08-20
55,Airtel,Non-Compliant,High meeting water popular break age.,2022-06-05
46,Etisalat,Compliant,Television ok strong.,2023-06-12
76,Glo,Compliant,Job world like trip democratic me.,2023-06-13
23,MTN,Compliant,Trip participant stop condition.,2022-05-27
37,Glo,Compliant,Building finally approach owner family affect inside.,2023-02-19
40,Airtel,Non-Compliant,Speech cup baby response.,2021-11-21
84,Etisalat,Non-Compliant,Past within about decision little.,2023-08-23
30,MTN,Compliant,Moment manage administration last mouth understand type chair.,2023-07-28
90,Etisalat,Compliant,Join vote person high line theory term.,2022-09-19
27,MTN,Compliant,Else example TV explain attack.,2022-01-16
35,MTN,Compliant,Each represent Republican natural arm society.,2022-08-08
91,Etisalat,Compliant,Effort view serve begin when.,2023-01-20
41,MTN,Compliant,Anything do executive enjoy hit claim personal.,2022-04-30
24,MTN,Non-Compliant,Project stay cultural sense story.,2022-07-16
87,MTN,Compliant,Discover glass yeah since sort sell himself.,2022-04-07
99,Etisalat,Compliant,Lawyer practice tax what.,2022-08-12
59,Airtel,Compliant,We guess lose easy.,2022-04-19
80,Etisalat,Non-Compliant,Possible real space four establish.,2022-10-30
51,MTN,Compliant,Each rich PM adult green break.,2023-05-01
3,Airtel,Non-Compliant,True learn apply window capital term.,2023-07-18
66,Glo,Non-Compliant,Test risk under reason across these father.,2023-04-01
85,Glo,Non-Compliant,Grow ahead cultural.,2023-05-23
12,MTN,Non-Compliant,Response part although should south without pull religious.,2022-07-06
63,MTN,Non-Compliant,Yeah speak media ago general relationship amount.,2023-03-30
41,Etisalat,Non-Compliant,Defense good suggest drop how worker.,2022-08-10
7,Glo,Compliant,Simply back throughout discussion star generation ten.,2023-01-29
25,Etisalat,Compliant,Make stand easy positive next among Republican such.,2022-04-04
7,MTN,Compliant,Me between ask consider help form black size.,2022-02-06
87,Glo,Non-Compliant,Last note while seem a price.,2023-02-01
65,MTN,Compliant,Man power center tax plan.,2022-01-13
2,MTN,Compliant,War item boy onto financial.,2022-04-25
30,Glo,Compliant,Wait win expect question hold environment.,2022-03-14
14,MTN,Compliant,Property lead although glass get.,2021-12-26
17,Airtel,Non-Compliant,Method suddenly church support loss star.,2022-03-11
61,Glo,Non-Compliant,Keep second clear natural face four money.,2022-03-01
75,MTN,Compliant,Ask it turn watch.,2023-02-05
19,Glo,Non-Compliant,Image she quite.,2021-11-25
89,MTN,Non-Compliant,Full fall college example book once.,2023-02-13
4,Glo,Compliant,Series list current article two huge.,2022-03-21
2,Airtel,Non-Compliant,Service consumer experience.,2022-07-04
59,MTN,Compliant,Guy cultural north onto huge.,2022-08-11
58,Glo,Non-Compliant,Race other can almost among hour public.,2022-03-27
88,Etisalat,Compliant,Next treat she position prevent.,2023-07-27
10,Glo,Compliant,Scientist democratic off need sense serve.,2022-03-04
58,Glo,Compliant,Media doctor interview environment group relate.,2021-12-20
44,Airtel,Non-Compliant,Its role forget tax.,2022-12-27
65,Glo,Compliant,Other clearly health.,2023-09-19
4,Etisalat,Compliant,Voice will step recently last nice.,2022-08-14
2,MTN,Compliant,East artist it which condition tend.,2022-03-31
91,Etisalat,Non-Compliant,Actually beautiful character similar huge yeah.,2021-10-22
45,Etisalat,Compliant,Argue fly fight hope.,2023-04-15
92,Etisalat,Non-Compliant,Career but you who weight knowledge true.,2022-02-04
63,MTN,Non-Compliant,Range face year.,2023-01-21
45,Airtel,Compliant,Fish around several medical tree.,2022-07-21
11,Etisalat,Compliant,Six according represent method all rather their young.,2022-07-10
55,Airtel,Compliant,Character similar cup less phone deal.,2021-10-12
71,MTN,Compliant,Medical goal wife recently building check memory capital.,2022-01-31
71,Airtel,Non-Compliant,Almost you amount enjoy course material board.,2023-04-24
34,MTN,Non-Compliant,Top like thank or operation it.,2023-07-31
24,Etisalat,Non-Compliant,Teach game message type local lay each.,2021-12-14
22,Airtel,Compliant,Hope into significant beat father.,2023-05-02
83,Glo,Non-Compliant,Meeting return morning major field sound war.,2022-05-22
82,Airtel,Non-Compliant,Watch thing buy rise adult discuss.,2022-07-14
19,Etisalat,Non-Compliant,Spring live television relationship issue together.,2022-09-25
91,Airtel,Compliant,Language describe level.,2022-06-03
10,MTN,Non-Compliant,Where bag reveal seem low interesting administration.,2021-12-15
14,Etisalat,Compliant,Available more high word live indeed lead.,2022-11-05
87,MTN,Compliant,House manager society society.,2023-03-13
63,Etisalat,Non-Compliant,Should occur floor board.,2023-05-02
20,Glo,Compliant,Police court brother year necessary.,2022-03-14
22,MTN,Compliant,Smile threat wall structure market.,2023-08-22
87,MTN,Compliant,Pick give our wait difference player.,2022-02-18
9,MTN,Compliant,Night baby share message animal.,2023-05-06
40,Airtel,Non-Compliant,Until few its deep.,2022-12-09
18,Glo,Non-Compliant,Value store fish measure west fly audience.,2022-03-24
68,Etisalat,Compliant,Thank nation pick once if value rule.,2022-05-11
20,Glo,Non-Compliant,Remember group try minute fall discuss.,2023-01-17
81,Airtel,Compliant,Statement deal avoid also.,2022-04-05
28,Airtel,Non-Compliant,Speech that church national party final.,2021-11-09
34,Airtel,Non-Compliant,Discussion foot herself area carry sport everybody.,2022-05-29
76,MTN,Non-Compliant,Someone down administration coach.,2022-10-25
84,Glo,Non-Compliant,Thousand we product a race here.,2022-09-25
89,Etisalat,Non-Compliant,For someone reason turn election start party trouble.,2022-04-17
6,Airtel,Non-Compliant,Relate six Mr indicate coach.,2022-03-10
31,Airtel,Compliant,Final face rate identify do someone sense.,2022-01-20
67,Glo,Compliant,Share there PM year.,2023-09-03
61,MTN,Compliant,Although whether field west physical actually while.,2023-04-15
59,Etisalat,Non-Compliant,Similar it especially exist.,2023-05-09
25,MTN,Non-Compliant,Blood suffer pass often what energy guess organization.,2023-07-05
8,MTN,Non-Compliant,Team go responsibility exactly.,2022-10-19
51,Glo,Compliant,Financial onto worker learn increase huge.,2022-07-20
86,Airtel,Non-Compliant,Particularly issue performance beyond.,2022-05-22
5,MTN,Compliant,Better member bit continue spend.,2021-10-19
65,Glo,Non-Compliant,Wind investment today mention.,2023-03-04
79,Airtel,Compliant,Campaign behind investment if reduce.,2023-05-03
23,MTN,Non-Compliant,Only what manager six.,2023-09-22
63,MTN,Non-Compliant,Military goal close look lot whole security.,2022-03-23
48,MTN,Compliant,Exactly democratic still including second.,2021-12-07
16,Airtel,Non-Compliant,Thank charge share education strategy card avoid.,2022-09-16
18,MTN,Non-Compliant,Less dream line wind can provide.,2023-02-16
49,Etisalat,Non-Compliant,Box send former nature about assume design.,2022-01-17
73,Airtel,Non-Compliant,Ask address important audience.,2023-05-01
7,Etisalat,Compliant,Body sound war view meeting finally mind focus.,2022-07-10
80,Etisalat,Compliant,American majority matter leg.,2022-09-03
12,Etisalat,Non-Compliant,Investment foot eight reflect billion production his leg.,2023-08-26
36,MTN,Compliant,Through time main claim.,2023-02-26
12,MTN,Non-Compliant,Benefit student her audience.,2022-12-22
35,Etisalat,Compliant,Indeed pick require understand.,2022-05-12
34,Glo,Non-Compliant,Land crime audience sport success his medical.,2022-11-13
78,Airtel,Compliant,Will especially only issue.,2022-10-16
39,MTN,Non-Compliant,Happen project teach each.,2021-09-22
47,MTN,Compliant,Throw kitchen blue.,2021-09-26
45,Etisalat,Compliant,Stay foreign ability then so he might alone.,2022-05-11
7,Airtel,Non-Compliant,Camera everything as fund certainly collection.,2022-04-12
13,MTN,Compliant,Most piece detail figure possible once.,2022-08-04
38,Etisalat,Non-Compliant,Maintain gun draw discussion nation.,2022-05-11
37,Airtel,Compliant,Student low main shake.,2023-07-07
78,MTN,Compliant,Majority second bar difficult.,2023-01-14
61,Etisalat,Compliant,Assume face anyone stay I education look.,2022-06-21
70,Glo,Compliant,Least conference magazine nature listen accept.,2023-01-29
82,Glo,Compliant,Look research success simply adult.,2023-09-07
86,Glo,Compliant,Actually society lose sound.,2022-06-17
65,Glo,Compliant,Safe impact figure.,2022-11-22
98,Glo,Non-Compliant,Issue ask arm administration author large.,2022-11-08
3,MTN,Non-Compliant,Little several begin.,2022-02-13
88,Airtel,Compliant,Main develop try hair design high.,2022-04-09
20,MTN,Non-Compliant,Tonight southern yourself memory war surface discuss.,2022-10-10
5,MTN,Compliant,She step mean.,2022-02-10
18,Etisalat,Non-Compliant,News measure tough eat police article nor.,2023-04-10
83,Etisalat,Compliant,Thank to laugh win heart almost prevent child.,2023-04-12
5,Glo,Compliant,Discuss vote sister focus quite three new write.,2023-07-04
25,Airtel,Non-Compliant,South exist kitchen possible.,2023-07-01
67,Etisalat,Non-Compliant,Technology ground make current occur successful.,2023-06-15
78,Glo,Non-Compliant,Above current analysis draw free operation scientist.,2022-04-01
58,Airtel,Non-Compliant,Peace again face beyond open.,2023-05-03
9,Airtel,Non-Compliant,Word live feeling chance land such hundred.,2023-08-02
61,Glo,Compliant,Purpose choice form animal.,2022-07-18
2,Glo,Non-Compliant,Discover entire next career need anyone themselves.,2021-10-12
19,Glo,Non-Compliant,Maintain consumer hope nice one alone trouble talk.,2023-01-25
98,Etisalat,Non-Compliant,Table resource perhaps event suddenly.,2022-03-04
8,Etisalat,Compliant,Effort with realize you thank once mission.,2022-09-13
58,MTN,Compliant,Reach who building recent.,2022-12-08
80,Airtel,Non-Compliant,Employee better left establish mouth bit mouth.,2023-03-02
90,Glo,Non-Compliant,Take letter best class garden.,2023-09-15
33,Glo,Non-Compliant,Though discuss area until type miss study.,2023-07-24
16,Airtel,Compliant,Entire give crime determine population although boy.,2022-02-23
99,Etisalat,Non-Compliant,Firm second bit determine.,2022-09-19
3,Glo,Non-Compliant,Fight question number ball positive seat more.,2023-08-15
11,Etisalat,Non-Compliant,Machine stuff us bar voice positive.,2023-09-22
47,Glo,Compliant,Light base then way citizen hard.,2023-05-05
4,Airtel,Compliant,Anything stock board care.,2022-02-14
34,Etisalat,Compliant,Long range wear collection.,2022-01-16
38,MTN,Compliant,Force between her deep.,2022-11-27
18,MTN,Non-Compliant,Organization left answer later these.,2023-01-30
60,Etisalat,Non-Compliant,Seven safe billion positive capital whole site.,2023-08-10
60,MTN,Compliant,Pressure away stuff.,2022-07-22
56,Glo,Non-Compliant,Last trip himself series growth sign.,2022-03-08
44,Glo,Non-Compliant,Receive build with board.,2021-11-13
21,Etisalat,Compliant,System single season water.,2022-02-25
73,Etisalat,Compliant,Court analysis seek.,2023-04-26
22,Etisalat,Non-Compliant,Old note different will either music top.,2021-09-26
9,Glo,Non-Compliant,Identify cost write instead reveal sure under.,2022-08-31
25,Etisalat,Compliant,Region every else dog commercial.,2021-10-22
46,Etisalat,Non-Compliant,Commercial fast stay today lose.,2023-04-13
45,MTN,Non-Compliant,Through yeah investment specific themselves current blood.,2021-11-27
45,MTN,Compliant,Clear majority crime floor.,2021-10-14
70,Etisalat,Non-Compliant,Say technology past fact benefit imagine energy yet.,2023-02-18
89,MTN,Compliant,Kind authority system cell but.,2023-08-06
85,Airtel,Compliant,Use begin apply place lot billion.,2022-03-11
68,Airtel,Compliant,Action charge loss look.,2022-02-12
85,Airtel,Non-Compliant,Staff others benefit mission successful region item month.,2022-02-25
61,Etisalat,Compliant,Huge himself term own center.,2022-12-09
82,Etisalat,Non-Compliant,Nice open source despite music place occur.,2023-02-01
69,Airtel,Compliant,Majority a care action chance down place action.,2021-11-13
29,MTN,Non-Compliant,Account game exist.,2022-07-25
14,MTN,Non-Compliant,Drive want administration himself face finally.,2022-08-11
7,Etisalat,Non-Compliant,Tree since improve least him win party month.,2022-07-31
32,Airtel,Non-Compliant,Art soldier least practice claim.,2023-03-17
72,Glo,Compliant,Challenge father true record measure task attack.,2023-04-20
34,Etisalat,Compliant,Audience public what any rock view growth case.,2022-10-06
36,Glo,Compliant,Weight build move adult.,2022-05-05
11,Glo,Non-Compliant,Radio next peace despite large several do.,2023-01-12
42,Airtel,Compliant,Nice give attorney energy focus politics.,2022-07-07
89,Glo,Compliant,Must suggest hear operation environmental.,2023-05-12
72,MTN,Non-Compliant,Structure notice despite pattern fly stage.,2022-06-13
5,Etisalat,Compliant,Already collection too after leg few.,2021-12-17
97,Etisalat,Non-Compliant,None deal under air.,2023-09-04
32,Airtel,Non-Compliant,Population impact special improve reach heavy race.,2022-11-29
64,Airtel,Compliant,Go but rise.,2022-06-01
43,Glo,Non-Compliant,Beautiful happy woman compare raise.,2022-03-15
75,MTN,Compliant,Blue six traditional north should part.,2022-08-18
59,Glo,Compliant,Hand sell family trip success by.,2022-01-16
83,Airtel,Non-Compliant,Animal who senior true realize site.,2023-07-04
11,Etisalat,Non-Compliant,Him allow kind wait.,2022-06-10
22,Etisalat,Non-Compliant,Never away describe cup.,2023-03-08
91,MTN,Compliant,Wide base news senior degree conference degree.,2023-04-14
85,Etisalat,Non-Compliant,Again other economic check age.,2023-06-27
42,MTN,Non-Compliant,Where adult during population turn produce process.,2023-06-22
58,Airtel,Non-Compliant,Red most describe spring impact and light.,2023-02-08
65,Glo,Compliant,Over dark game ready.,2022-08-29
100,Glo,Compliant,Floor somebody while lot town save.,2022-06-04
92,Airtel,Compliant,Song responsibility activity civil.,2023-05-29
67,Etisalat,Non-Compliant,Toward certain mouth thus.,2023-01-28
49,Airtel,Non-Compliant,Social avoid level building mean unit.,2023-05-30
97,Airtel,Compliant,Stop sit season.,2023-06-02
95,Etisalat,Compliant,Of arrive tax writer language hour.,2021-10-13
51,Glo,Compliant,Visit respond final four.,2023-08-04
43,Glo,Compliant,Even amount reach certainly year focus experience.,2022-12-30
10,Airtel,Non-Compliant,Any radio open chance.,2022-07-21
37,Airtel,Non-Compliant,Consider series reach remember similar administration market answer.,2022-04-07
29,Glo,Compliant,Clear life Democrat require hundred executive range.,2022-11-25
37,Airtel,Compliant,Thing true most present.,2023-06-05
78,Airtel,Non-Compliant,Event college or cover control institution.,2022-09-15
13,MTN,Non-Compliant,Staff sell question human cost six.,2023-08-01
88,Glo,Compliant,Let increase enjoy garden generation side expert.,2023-06-30
59,Airtel,Compliant,Quality Mr station character society today small painting.,2023-04-23
15,Airtel,Non-Compliant,Imagine Congress know set south boy peace.,2022-01-25
12,Airtel,Compliant,Yeah bring floor.,2022-01-30
48,Etisalat,Compliant,Attention hospital trade operation agree these.,2022-09-13
70,Glo,Compliant,Decide wonder mouth soon southern.,2023-03-27
19,Glo,Compliant,Owner from tree away she still low.,2021-09-26
74,Etisalat,Non-Compliant,Me ever voice memory.,2023-05-14
67,Etisalat,Non-Compliant,Clearly sound pull officer after development civil.,2023-05-03
40,Glo,Non-Compliant,Raise add trial company none hold artist politics.,2023-08-15
98,MTN,Compliant,Should process material officer.,2021-12-24
82,Etisalat,Compliant,Laugh create end movie clear baby.,2022-10-01
64,Airtel,Non-Compliant,Forward mouth trade author old.,2022-09-30
52,Airtel,Non-Compliant,Last herself difficult consider.,2022-12-28
75,Airtel,Compliant,Step charge sell.,2023-03-29
10,Airtel,Non-Compliant,First film during street form responsibility feeling.,2022-05-02
10,Airtel,Non-Compliant,Reason prevent pattern evening management significant they.,2022-07-07
39,Glo,Compliant,Use American building up central base voice debate.,2023-05-31
45,Glo,Compliant,Inside morning effort environment.,2022-06-15
11,Glo,Non-Compliant,Protect management field win federal.,2022-10-28
100,Airtel,Compliant,Each along may among prevent turn.,2022-04-09
5,Airtel,Compliant,Day without try hear heavy whom.,2023-05-10
87,Glo,Non-Compliant,Eat mouth cover list.,2023-07-20
97,Airtel,Non-Compliant,Approach skin small be.,2023-02-17
71,Airtel,Non-Compliant,Lot street particularly day.,2023-03-23
24,Etisalat,Compliant,Call both past side.,2022-07-14
34,Airtel,Non-Compliant,Yet join prevent community.,2023-05-08
27,MTN,Non-Compliant,Statement why kind natural choose until.,2021-10-02
66,Glo,Compliant,Debate note business a popular who travel.,2022-11-30
10,Airtel,Compliant,Free possible try center.,2022-12-10
2,MTN,Non-Compliant,Ground must to among raise involve.,2023-05-26
90,MTN,Non-Compliant,Expect police win for book.,2023-07-04
30,MTN,Non-Compliant,Wrong particular do despite way especially.,2022-03-04
87,Glo,Compliant,Page notice clearly.,2021-12-23
39,Airtel,Non-Compliant,Child number whatever week include side.,2021-12-18
67,Airtel,Compliant,Seven first probably.,2022-04-08
100,Etisalat,Non-Compliant,Life computer relate.,2023-01-06
64,Glo,Non-Compliant,While have bring song level.,2022-12-25
58,Glo,Non-Compliant,Single recent central management boy.,2023-06-18
73,MTN,Non-Compliant,Turn baby myself opportunity responsibility interesting much popular.,2021-10-18
5,Airtel,Compliant,Respond heavy key boy boy sea.,2022-02-25
43,MTN,Compliant,To expect air yard return trouble.,2023-07-29
53,Etisalat,Compliant,Have drug term collection his world once.,2022-09-14
23,Etisalat,Compliant,Generation to cut season human.,2022-10-25
9,Etisalat,Compliant,So quickly work perhaps.,2023-03-19
22,Glo,Compliant,Act idea democratic most people.,2022-08-28
5,Airtel,Non-Compliant,Involve across tell color join foot.,2022-09-24
83,Etisalat,Non-Compliant,Environment no unit all yet.,2022-11-12
95,Airtel,Non-Compliant,Design boy surface then different then both thank.,2022-05-31
74,Etisalat,Non-Compliant,Company little relationship debate ball.,2022-03-12
29,Glo,Compliant,Coach spring already whatever position fill.,2023-03-13
41,MTN,Compliant,Best college fact.,2022-08-28
27,Etisalat,Non-Compliant,Form contain art.,2022-01-22
25,Airtel,Non-Compliant,Wind party specific job usually you.,2023-06-24
3,Airtel,Compliant,Everyone focus church thank work.,2021-12-08
66,Etisalat,Compliant,Protect nor hit none make soon act.,2021-10-11
81,Glo,Non-Compliant,Culture where common structure apply low.,2022-08-29
85,Glo,Compliant,Four next sing others him apply information.,2023-02-12
28,Glo,Non-Compliant,Describe conference manage truth.,2022-01-09
67,MTN,Compliant,Street audience against appear understand.,2022-09-10
46,MTN,Non-Compliant,Central personal soon there win hit finish old.,2023-01-28
62,Etisalat,Compliant,Television yourself there need.,2022-04-25
43,Glo,Non-Compliant,Wonder gas evidence at crime many.,2023-04-13
89,Glo,Non-Compliant,President into do trade until green.,2022-01-20
83,Airtel,Compliant,Parent parent policy own nice.,2021-10-10
9,Airtel,Non-Compliant,Factor operation participant entire similar church activity.,2022-02-12
25,MTN,Non-Compliant,Capital analysis pull free.,2023-02-06
43,Airtel,Non-Compliant,Indeed light service company fast sort social.,2022-10-20
13,Airtel,Compliant,Hope another ready modern vote office.,2023-08-30
66,Glo,Non-Compliant,A site organization require Mrs short.,2021-10-22
59,Etisalat,Non-Compliant,Help analysis middle mention key send.,2023-01-29
26,Etisalat,Compliant,Boy party kind dream class paper partner.,2021-10-19
59,Etisalat,Non-Compliant,Congress go myself tell someone window hit.,2022-11-06
98,Airtel,Compliant,Officer these him this real tax.,2022-08-05
50,Etisalat,Non-Compliant,Entire game politics whole continue.,2023-02-13
66,Glo,Compliant,Buy current instead player impact.,2022-01-21
5,Glo,Compliant,Others light wind right.,2023-06-08
20,Airtel,Non-Compliant,Reality small black so face month order exist.,2022-10-09
97,Glo,Compliant,Should across test cut Republican wear.,2023-02-26
23,Glo,Compliant,Rate understand purpose hot.,2022-07-08
19,Airtel,Non-Compliant,Activity back nearly resource lose get account.,2023-08-07
36,MTN,Compliant,Glass word item beyond wait.,2023-01-17
19,Etisalat,Compliant,Success challenge turn notice into black detail before.,2022-05-12
93,MTN,Non-Compliant,Loss marriage two something alone.,2022-02-16
61,Glo,Compliant,Available into how.,2022-09-15
96,Airtel,Non-Compliant,Need choose sometimes their will.,2023-04-25
32,Airtel,Compliant,Today garden his during test.,2022-02-13
11,Airtel,Compliant,Born teach great culture Mrs.,2023-01-10
74,Etisalat,Compliant,Go data story parent.,2023-03-20
58,Glo,Non-Compliant,Visit start either hour.,2022-11-03
96,Airtel,Compliant,Miss painting according.,2023-04-04
22,Glo,Non-Compliant,Last tell wall apply.,2021-09-23
50,Etisalat,Non-Compliant,Ask medical show property west.,2022-07-27
46,Airtel,Compliant,Effort could care analysis.,2022-06-05
55,MTN,Non-Compliant,Industry bar former fund along picture so.,2022-07-09
68,Glo,Compliant,Interview great college support risk small through.,2022-06-27
76,Etisalat,Non-Compliant,Environment speak go here.,2021-11-19
52,Glo,Compliant,Strong street program hand various south surface four.,2022-02-21
14,Etisalat,Compliant,Similar now bar floor turn bit behind.,2022-10-10
76,Glo,Non-Compliant,Spring think mission possible.,2022-03-26
71,Airtel,Compliant,Ahead cultural mouth land knowledge play.,2022-05-13
67,Glo,Compliant,Fine able generation hold right require easy.,2022-08-29
34,MTN,Compliant,Alone more may bar within value.,2022-08-27
50,Etisalat,Compliant,Seven face whatever free or think.,2022-07-22
7,Etisalat,Non-Compliant,Station assume ready cultural happen item ball friend.,2023-08-26
17,Glo,Non-Compliant,May campaign have home.,2022-05-07
32,Airtel,Non-Compliant,Deep country up front enter right.,2021-11-01
8,Glo,Compliant,Term least those our until lead.,2022-04-30
96,Glo,Compliant,High across factor moment goal particularly.,2022-09-03
75,Glo,Compliant,Middle article doctor would minute.,2023-02-21
49,Airtel,Compliant,Almost news standard those difficult toward.,2022-03-29
67,Etisalat,Non-Compliant,And woman television continue conference.,2022-05-21
88,MTN,Compliant,Seek economic institution could.,2023-07-29
11,Airtel,Non-Compliant,During accept environmental once carry they will.,2021-12-29
94,Airtel,Non-Compliant,Attention cold city he also player country.,2023-03-23
40,Airtel,Compliant,Meeting make authority foot.,2023-06-06
23,Glo,Compliant,Audience such never national finish.,2022-11-08
89,MTN,Non-Compliant,Blood nearly risk.,2023-05-23
70,Glo,Compliant,Surface different executive watch show.,2023-05-10
12,Airtel,Compliant,Future successful size relate history response.,2022-12-25
65,Glo,Non-Compliant,War task size station international fact.,2023-09-06
23,Glo,Non-Compliant,Population father experience color again.,2022-06-12
35,Glo,Non-Compliant,Difficult rich least I on present.,2021-12-07
75,Glo,Non-Compliant,Improve other once nor worry edge.,2023-05-06
75,Etisalat,Non-Compliant,So wonder floor everybody line likely Mrs system.,2022-08-21
48,Etisalat,Non-Compliant,Dark letter cut audience activity situation.,2022-04-08
40,Airtel,Non-Compliant,Yard accept if happy war compare pay wish.,2023-01-09
66,Etisalat,Compliant,Where good hundred finally support understand opportunity.,2021-10-24
41,Airtel,Compliant,Election north picture.,2023-03-16
22,Etisalat,Compliant,Memory government without recognize imagine.,2022-05-01
63,Glo,Non-Compliant,Part store put religious degree executive newspaper future.,2022-04-02
4,Airtel,Non-Compliant,Education report worker difference.,2022-01-24
90,Airtel,Non-Compliant,Agency kind meet occur American choose call fall.,2023-06-04
15,MTN,Compliant,Stay administration to stock.,2022-07-14
60,Airtel,Non-Compliant,Tree so minute require them.,2022-08-15
61,Glo,Non-Compliant,Understand responsibility just movement me another him.,2023-05-03
85,MTN,Compliant,Build society politics other.,2023-07-14
33,MTN,Non-Compliant,Might whole choice including.,2022-09-28
81,Glo,Non-Compliant,Some particular hot glass gas world expect.,2021-12-31
96,Airtel,Compliant,Out whole church them need.,2023-03-15
35,Airtel,Non-Compliant,Million north soldier industry though end.,2021-11-30
33,MTN,Non-Compliant,Beyond ten appear particularly figure.,2023-09-09
75,MTN,Compliant,Five east weight unit road performance dark.,2023-03-12
86,MTN,Compliant,Marriage treat arrive ten room change.,2023-01-12
5,Glo,Non-Compliant,Prevent happy cup color old design per half.,2022-12-12
33,Glo,Non-Compliant,Because growth person garden.,2022-02-24
55,Airtel,Non-Compliant,Say fire entire two perform up interesting.,2023-01-10
65,Glo,Compliant,Doctor necessary kid hard sit safe result.,2022-08-31
